United States, Entertainment, US,Entertainment,2039,134,129,1635000,409,6500,4900,78500,nan,2013,Mar,19,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Entertainment,1543,134,129,36357000,9100,145400,109100,1700000,100000,2005,Dec,16,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Entertainment,559,135,130,45698000,11400,182800,137100,2200000,100000,2012,Jul,6,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Entertainment,1088,136,132,199033000,49800,796100,597100,9600000,300000,2006,Dec,21,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Entertainment,3778,137,133,21953000,5500,87800,65900,1100000,200000,2014,Mar,9,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Entertainment,757,137,133,24378000,6100,97500,73100,1200000,nan,2016,May,31,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Entertainment,283499,1874,1836,29735,7,119,89,1400,nan,2010,Jun,19,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Entertainment,636,140,136,25912000,6500,103600,77700,1200000,nan,2018,May,14,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Entertainment,851,140,136,399807000,100000,1600000,1200000,19200000,300000,2015,Jul,15,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Entertainment,196,140,136,267131000,66800,1100000,801400,12800000,300000,2008,Apr,22,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Entertainment,569,144,139,335111000,83800,1300000,1000000,16100000,1200000,2016,Oct,3,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Film,956,146,34,27375000,6800,109500,82100,1300000,nan,2010,Oct,14,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Comedy,423,151,29,312858000,78200,1300000,938600,15000000,200000,2008,May,26,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Entertainment,1886,152,147,11043000,2800,44200,33100,530100,nan,2006,Feb,8,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Entertainment,8317,154,149,4781000,1200,19100,14300,229500,nan,2017,Sep,5,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Education,3746,154,36,18978000,4700,75900,56900,911000,nan,2010,Aug,15,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Entertainment,848,156,151,29941000,7500,119800,89800,1400000,nan,2019,Sep,9,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Film,1565,156,39,449576,112,1800,1300,21600,nan,2017,Feb,7,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Entertainment,1747,156,151,9910000,2500,39600,29700,475700,nan,2015,Apr,25,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Entertainment,592,156,151,48285000,12100,193100,144900,2300000,nan,2007,Jan,3,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Entertainment,2485,159,154,12902000,3200,51600,38700,619300,nan,2011,Aug,18,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Entertainment,1200,161,157,26883000,6700,107500,80600,1300000,nan,2018,Mar,12,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Entertainment,4285,161,157,99654000,24900,398600,299000,4800000,300000,2015,Jan,3,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Comedy,232,164,37,56626000,14200,226500,169900,2700000,nan,2013,Jul,23,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Entertainment,14275,692,694,1929000,482,7700,5800,92600,nan,2007,Nov,28,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Entertainment,2110,167,163,4233000,1100,16900,12700,203200,nan,2007,Oct,16,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,People,1789,167,54,45095000,11300,180400,135300,2200000,100000,2008,Jun,29,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Entertainment,454,167,163,319647000,79900,1300000,958900,15300000,500000,2021,Feb,20,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,People,4051001,7683,7670,248,0.06,0.99,0.74,12,1,2022,Jun,27,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Entertainment,440,170,166,41109000,10300,164400,123300,2000000,nan,2007,Apr,29,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Entertainment,2177,171,167,29379000,7300,117500,88100,1400000,100000,2014,Jan,2,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Music,279,173,147,169968000,42500,679900,509900,8200000,100000,2015,Jan,4,88.2,328239523,14.7,270663028,37.09024,-95.712891
United States, Entertainment, US,Entertainment,9980,175,171,15340000,3800,61400,46000,736300,nan,2013,Jul,30,88.2,328239523,14.7,270663028,37.09024,-95.712891
